timestamp,sim_time,image,steering,speed,command
JC_20260623_165631_218183,343.664,JC_20260623_165631_218183.png,0.0161,50,2
JC_20260623_165631_632195,343.872,JC_20260623_165631_632195.png,0.01109,50,2
JC_20260623_165631_937570,344.08,JC_20260623_165631_937570.png,0.01547,50,2
JC_20260623_165632_287038,344.288,JC_20260623_165632_287038.png,-0.00492,50,2
JC_20260623_165632_658423,344.496,JC_20260623_165632_658423.png,-0.01685,50,2
JC_20260623_165632_994075,344.704,JC_20260623_165632_994075.png,-0.00892,50,2
JC_20260623_165633_447619,344.912,JC_20260623_165633_447619.png,-0.00241,50,2
JC_20260623_165634_029111,345.12,JC_20260623_165634_029111.png,-0.00192,50,2
JC_20260623_165634_465979,345.328,JC_20260623_165634_465979.png,0.02259,50,2
JC_20260623_165634_789420,345.536,JC_20260623_165634_789420.png,0.01442,50,2
JC_20260623_165635_185871,345.744,JC_20260623_165635_185871.png,0.04686,50,2
JC_20260623_165635_494842,345.856,JC_20260623_165635_494842.png,0.06857,50,2
JC_20260623_165635_796696,345.968,JC_20260623_165635_796696.png,0.07646,50,2
JC_20260623_165636_004225,346.08,JC_20260623_165636_004225.png,0.08428,50,2
JC_20260623_165636_268213,346.192,JC_20260623_165636_268213.png,0.10417,50,2
JC_20260623_165636_545925,346.304,JC_20260623_165636_545925.png,0.0728,50,2
JC_20260623_165636_855115,346.416,JC_20260623_165636_855115.png,0.10593,50,2
JC_20260623_165637_158666,346.528,JC_20260623_165637_158666.png,0.11928,50,2
JC_20260623_165637_475814,346.64,JC_20260623_165637_475814.png,0.10832,50,2
JC_20260623_165637_786258,346.752,JC_20260623_165637_786258.png,0.09136,50,2
JC_20260623_165638_064475,346.864,JC_20260623_165638_064475.png,0.11528,50,2
JC_20260623_165638_348307,346.976,JC_20260623_165638_348307.png,0.12402,50,2
JC_20260623_165638_640696,347.088,JC_20260623_165638_640696.png,0.12115,50,2
JC_20260623_165638_955703,347.2,JC_20260623_165638_955703.png,0.07898,50,2
JC_20260623_165639_277274,347.312,JC_20260623_165639_277274.png,0.09704,50,2
JC_20260623_165639_660301,347.424,JC_20260623_165639_660301.png,0.11305,50,2
JC_20260623_165640_024008,347.536,JC_20260623_165640_024008.png,0.12229,50,2
JC_20260623_165640_384377,347.648,JC_20260623_165640_384377.png,0.10345,50,2
JC_20260623_165640_758046,347.76,JC_20260623_165640_758046.png,0.08432,50,2
JC_20260623_165641_136096,347.872,JC_20260623_165641_136096.png,0.10038,50,2
JC_20260623_165641_561277,347.984,JC_20260623_165641_561277.png,0.11866,50,2
JC_20260623_165641_981443,348.096,JC_20260623_165641_981443.png,0.1144,50,2
JC_20260623_165642_379730,348.208,JC_20260623_165642_379730.png,0.07596,50,2
JC_20260623_165642_827663,348.32,JC_20260623_165642_827663.png,0.09338,50,2
JC_20260623_165643_230060,348.432,JC_20260623_165643_230060.png,0.11149,50,2
JC_20260623_165643_655416,348.544,JC_20260623_165643_655416.png,0.1117,50,2
JC_20260623_165644_055749,348.656,JC_20260623_165644_055749.png,0.08291,50,2
JC_20260623_165644_416923,348.768,JC_20260623_165644_416923.png,0.08724,50,2
JC_20260623_165644_769024,348.88,JC_20260623_165644_769024.png,0.10779,50,2
JC_20260623_165645_108597,348.992,JC_20260623_165645_108597.png,0.11329,50,2
JC_20260623_165645_464722,349.104,JC_20260623_165645_464722.png,0.11902,50,2
JC_20260623_165645_824169,349.216,JC_20260623_165645_824169.png,0.10897,50,2
JC_20260623_165646_147081,349.328,JC_20260623_165646_147081.png,0.08151,50,2
JC_20260623_165646_468629,349.44,JC_20260623_165646_468629.png,0.08193,50,2
JC_20260623_165646_818934,349.552,JC_20260623_165646_818934.png,0.05667,50,2
JC_20260623_165647_259448,349.76,JC_20260623_165647_259448.png,0.01559,50,2
JC_20260623_165647_803115,349.968,JC_20260623_165647_803115.png,0.00157,50,2
JC_20260623_165648_378534,350.176,JC_20260623_165648_378534.png,-0.01339,50,2
JC_20260623_165648_916539,350.384,JC_20260623_165648_916539.png,-0.01992,50,2
JC_20260623_165649_460298,350.592,JC_20260623_165649_460298.png,-0.01711,50,2
JC_20260623_165649_932437,350.8,JC_20260623_165649_932437.png,0.00325,50,2
JC_20260623_165650_443157,351.008,JC_20260623_165650_443157.png,0.00929,50,2
JC_20260623_165651_052441,351.216,JC_20260623_165651_052441.png,0.01223,50,2
JC_20260623_165651_586696,351.424,JC_20260623_165651_586696.png,0.00759,50,2
JC_20260623_165652_172408,351.632,JC_20260623_165652_172408.png,-0.00532,50,2
JC_20260623_165652_644474,351.84,JC_20260623_165652_644474.png,0,30,2
JC_20260623_165653_126735,352.048,JC_20260623_165653_126735.png,0,30,2
JC_20260623_165653_556609,352.256,JC_20260623_165653_556609.png,0,30,2
JC_20260623_165654_035153,352.464,JC_20260623_165654_035153.png,0,30,2
JC_20260623_165654_430386,352.672,JC_20260623_165654_430386.png,0,30,2
JC_20260623_165654_833772,352.88,JC_20260623_165654_833772.png,0,30,2
JC_20260623_165655_176056,353.088,JC_20260623_165655_176056.png,0,30,2
JC_20260623_165655_658550,353.296,JC_20260623_165655_658550.png,0,30,2
JC_20260623_165656_088271,353.504,JC_20260623_165656_088271.png,0,30,2
JC_20260623_165656_484493,353.712,JC_20260623_165656_484493.png,0,30,2
JC_20260623_165657_028451,353.92,JC_20260623_165657_028451.png,0,30,2
JC_20260623_165657_352699,354.128,JC_20260623_165657_352699.png,0,30,2
JC_20260623_165657_803799,354.336,JC_20260623_165657_803799.png,0,30,2
JC_20260623_165658_248032,354.544,JC_20260623_165658_248032.png,0,30,2
JC_20260623_165658_631852,354.752,JC_20260623_165658_631852.png,0,30,2
JC_20260623_165659_081582,354.96,JC_20260623_165659_081582.png,0,30,2
JC_20260623_165659_604167,355.168,JC_20260623_165659_604167.png,0,30,2
JC_20260623_165700_023680,355.376,JC_20260623_165700_023680.png,0,30,2
JC_20260623_165700_612646,355.584,JC_20260623_165700_612646.png,0,30,2
JC_20260623_165701_131037,355.792,JC_20260623_165701_131037.png,0,30,2
JC_20260623_165701_713255,356,JC_20260623_165701_713255.png,0,30,2
JC_20260623_165702_154535,356.208,JC_20260623_165702_154535.png,0,30,2
JC_20260623_165702_618799,356.416,JC_20260623_165702_618799.png,0,30,2
JC_20260623_165703_123717,356.624,JC_20260623_165703_123717.png,0,30,2
JC_20260623_165703_494479,356.832,JC_20260623_165703_494479.png,0,30,2
JC_20260623_165703_816688,357.04,JC_20260623_165703_816688.png,0,30,2
JC_20260623_165704_378421,357.248,JC_20260623_165704_378421.png,0,30,2
JC_20260623_165704_744085,357.456,JC_20260623_165704_744085.png,0,30,2
JC_20260623_165705_139504,357.664,JC_20260623_165705_139504.png,0,30,2
JC_20260623_165705_507647,357.872,JC_20260623_165705_507647.png,0,30,2
JC_20260623_165706_033445,358.08,JC_20260623_165706_033445.png,0,30,2
JC_20260623_165706_391798,358.288,JC_20260623_165706_391798.png,0,30,2
JC_20260623_165706_742038,358.496,JC_20260623_165706_742038.png,0,30,2
JC_20260623_165707_240610,358.704,JC_20260623_165707_240610.png,0,30,2
JC_20260623_165707_739556,358.912,JC_20260623_165707_739556.png,0,30,2
JC_20260623_165708_132465,359.12,JC_20260623_165708_132465.png,0,30,2
JC_20260623_165708_472443,359.328,JC_20260623_165708_472443.png,0,30,2
JC_20260623_165708_822591,359.536,JC_20260623_165708_822591.png,0,30,2
JC_20260623_165709_201762,359.744,JC_20260623_165709_201762.png,0,30,2
JC_20260623_165709_700060,359.952,JC_20260623_165709_700060.png,0,30,2
JC_20260623_165709_939319,360.112,JC_20260623_165709_939319.png,-0.04,30,3
JC_20260623_165710_130751,360.224,JC_20260623_165710_130751.png,-0.04437,30,2
JC_20260623_165710_660263,360.432,JC_20260623_165710_660263.png,-0.00536,30,2
JC_20260623_165711_014004,360.64,JC_20260623_165711_014004.png,-0.00065,30,2
JC_20260623_165711_484530,360.848,JC_20260623_165711_484530.png,-0.00008,30,2
JC_20260623_165711_906671,361.056,JC_20260623_165711_906671.png,-0.00001,30,2
JC_20260623_165712_248286,361.264,JC_20260623_165712_248286.png,0.08,30,4
JC_20260623_165712_709488,361.472,JC_20260623_165712_709488.png,0.00967,30,2
JC_20260623_165712_963576,361.632,JC_20260623_165712_963576.png,-0.0414,50,2
JC_20260623_165713_510168,361.84,JC_20260623_165713_510168.png,-0.03854,50,2
JC_20260623_165714_048016,362.048,JC_20260623_165714_048016.png,-0.00368,50,2
JC_20260623_165714_557187,362.256,JC_20260623_165714_557187.png,0.02145,50,2
JC_20260623_165715_098306,362.464,JC_20260623_165715_098306.png,0.02841,50,2
JC_20260623_165715_651524,362.672,JC_20260623_165715_651524.png,0.02834,50,2
JC_20260623_165716_162488,362.88,JC_20260623_165716_162488.png,0.00934,50,2
JC_20260623_165716_694588,363.088,JC_20260623_165716_694588.png,-0.01374,50,2
JC_20260623_165717_064639,363.296,JC_20260623_165717_064639.png,-0.02033,50,2
JC_20260623_165717_619740,363.504,JC_20260623_165717_619740.png,-0.00656,50,2
JC_20260623_165717_997578,363.712,JC_20260623_165717_997578.png,0.01982,50,2
JC_20260623_165718_515507,363.92,JC_20260623_165718_515507.png,0.01413,50,2
JC_20260623_165719_012406,364.128,JC_20260623_165719_012406.png,0.00855,50,2
JC_20260623_165719_848089,364.336,JC_20260623_165719_848089.png,-0.00309,50,2
JC_20260623_165720_399964,364.544,JC_20260623_165720_399964.png,-0.01375,50,2
JC_20260623_165720_770905,364.752,JC_20260623_165720_770905.png,-0.00964,50,2
JC_20260623_165721_141178,364.96,JC_20260623_165721_141178.png,-0.00037,50,2
JC_20260623_165721_634674,365.168,JC_20260623_165721_634674.png,0.01224,50,2
JC_20260623_165721_974281,365.376,JC_20260623_165721_974281.png,0.01199,50,2
JC_20260623_165722_323857,365.584,JC_20260623_165722_323857.png,0.00697,50,2
JC_20260623_165722_816518,365.792,JC_20260623_165722_816518.png,-0.00977,50,2
JC_20260623_165723_171050,366,JC_20260623_165723_171050.png,-0.01234,50,2
JC_20260623_165723_622768,366.208,JC_20260623_165723_622768.png,-0.00856,50,2
JC_20260623_165724_048551,366.416,JC_20260623_165724_048551.png,0.01604,50,2
JC_20260623_165724_385532,366.624,JC_20260623_165724_385532.png,0.0121,50,2
JC_20260623_165724_806058,366.832,JC_20260623_165724_806058.png,0.0013,50,2
JC_20260623_165725_167555,367.04,JC_20260623_165725_167555.png,-0.00324,50,2
JC_20260623_165725_559233,367.248,JC_20260623_165725_559233.png,0.0133,50,2
JC_20260623_165725_815657,367.36,JC_20260623_165725_815657.png,0.04046,50,2
JC_20260623_165726_069718,367.472,JC_20260623_165726_069718.png,0.06304,50,2
JC_20260623_165726_264053,367.584,JC_20260623_165726_264053.png,0.07673,50,2
JC_20260623_165726_489066,367.696,JC_20260623_165726_489066.png,0.0514,50,2
JC_20260623_165726_721173,367.808,JC_20260623_165726_721173.png,0.0768,50,2
JC_20260623_165726_919634,367.92,JC_20260623_165726_919634.png,0.10258,50,2
JC_20260623_165727_217083,368.032,JC_20260623_165727_217083.png,0.10298,50,2
JC_20260623_165727_517477,368.144,JC_20260623_165727_517477.png,0.07221,50,2
JC_20260623_165727_817984,368.256,JC_20260623_165727_817984.png,0.09813,50,2
JC_20260623_165728_008364,368.368,JC_20260623_165728_008364.png,0.11903,50,2
JC_20260623_165728_198172,368.48,JC_20260623_165728_198172.png,0.12693,50,2
JC_20260623_165728_388053,368.592,JC_20260623_165728_388053.png,0.08872,45,2
JC_20260623_165728_708412,368.704,JC_20260623_165728_708412.png,0.0957,50,2
JC_20260623_165729_000800,368.816,JC_20260623_165729_000800.png,0.1127,50,2
JC_20260623_165729_237076,368.928,JC_20260623_165729_237076.png,0.12361,50,2
JC_20260623_165729_467109,369.04,JC_20260623_165729_467109.png,0.10589,50,2
JC_20260623_165729_791031,369.152,JC_20260623_165729_791031.png,0.08562,50,2
JC_20260623_165730_092094,369.264,JC_20260623_165730_092094.png,0.1049,50,2
JC_20260623_165730_370850,369.376,JC_20260623_165730_370850.png,0.11599,50,2
JC_20260623_165730_652107,369.488,JC_20260623_165730_652107.png,0.1137,50,2
JC_20260623_165730_931532,369.6,JC_20260623_165730_931532.png,0.07315,50,2
JC_20260623_165731_211346,369.712,JC_20260623_165731_211346.png,0.09383,50,2
JC_20260623_165731_516109,369.824,JC_20260623_165731_516109.png,0.11265,50,2
JC_20260623_165731_850480,369.936,JC_20260623_165731_850480.png,0.12117,50,2
JC_20260623_165732_139861,370.048,JC_20260623_165732_139861.png,0.10165,50,2
JC_20260623_165732_422030,370.16,JC_20260623_165732_422030.png,0.08568,50,2
JC_20260623_165732_731969,370.272,JC_20260623_165732_731969.png,0.10279,50,2
JC_20260623_165733_052426,370.384,JC_20260623_165733_052426.png,0.11911,50,2
JC_20260623_165733_355613,370.496,JC_20260623_165733_355613.png,0.11506,50,2
JC_20260623_165733_631541,370.608,JC_20260623_165733_631541.png,0.07607,50,2
JC_20260623_165733_900862,370.72,JC_20260623_165733_900862.png,0.08992,50,2
JC_20260623_165734_087525,370.832,JC_20260623_165734_087525.png,0.11351,50,2
JC_20260623_165734_286421,370.944,JC_20260623_165734_286421.png,0.09733,50,2
JC_20260623_165734_563681,371.056,JC_20260623_165734_563681.png,0.0685,50,2
JC_20260623_165734_884769,371.168,JC_20260623_165734_884769.png,0.05303,50,2
JC_20260623_165735_414430,371.376,JC_20260623_165735_414430.png,-0.02268,45,2
JC_20260623_165735_931933,371.584,JC_20260623_165735_931933.png,0,30,2
JC_20260623_165736_310162,371.792,JC_20260623_165736_310162.png,0,30,2
JC_20260623_165736_519008,371.904,JC_20260623_165736_519008.png,0.085,30,2
JC_20260623_165736_941889,372.112,JC_20260623_165736_941889.png,0.01028,30,2
JC_20260623_165737_274310,372.24,JC_20260623_165737_274310.png,-0.07612,30,3
JC_20260623_165737_782264,372.448,JC_20260623_165737_782264.png,-0.0092,30,2
JC_20260623_165738_106858,372.656,JC_20260623_165738_106858.png,-0.00111,30,2
JC_20260623_165738_457714,372.864,JC_20260623_165738_457714.png,-0.00013,30,2
JC_20260623_165738_983751,373.072,JC_20260623_165738_983751.png,-0.00002,30,2
JC_20260623_165739_420322,373.28,JC_20260623_165739_420322.png,0,30,2
JC_20260623_165739_925665,373.488,JC_20260623_165739_925665.png,0,30,2
JC_20260623_165740_314097,373.696,JC_20260623_165740_314097.png,0,30,2
JC_20260623_165740_650822,373.904,JC_20260623_165740_650822.png,0,30,2
JC_20260623_165740_971635,374.016,JC_20260623_165740_971635.png,0.04176,30,2
JC_20260623_165741_394530,374.224,JC_20260623_165741_394530.png,0.00505,30,2
JC_20260623_165741_782540,374.432,JC_20260623_165741_782540.png,0.00061,30,2
JC_20260623_165742_121364,374.64,JC_20260623_165742_121364.png,-0.00879,50,2
JC_20260623_165742_605485,374.848,JC_20260623_165742_605485.png,-0.01637,50,2
JC_20260623_165743_063276,375.056,JC_20260623_165743_063276.png,-0.00559,50,2
JC_20260623_165743_476798,375.264,JC_20260623_165743_476798.png,0.00606,50,2
JC_20260623_165743_791736,375.376,JC_20260623_165743_791736.png,-0.0401,50,2
JC_20260623_165744_167209,375.584,JC_20260623_165744_167209.png,-0.02705,50,2
JC_20260623_165744_501301,375.792,JC_20260623_165744_501301.png,0.00566,50,2
JC_20260623_165745_062568,376,JC_20260623_165745_062568.png,0.00045,50,2
JC_20260623_165745_529085,376.208,JC_20260623_165745_529085.png,0.00813,50,2
JC_20260623_165745_944687,376.416,JC_20260623_165745_944687.png,0.01263,50,2
JC_20260623_165746_326171,376.624,JC_20260623_165746_326171.png,0.00943,50,2
JC_20260623_165746_662188,376.832,JC_20260623_165746_662188.png,-0.00868,50,2
JC_20260623_165747_211151,377.04,JC_20260623_165747_211151.png,0.00407,50,2
JC_20260623_165747_574036,377.248,JC_20260623_165747_574036.png,0.03543,50,2
JC_20260623_165747_750688,377.36,JC_20260623_165747_750688.png,0.04295,50,2
JC_20260623_165747_960763,377.472,JC_20260623_165747_960763.png,0.06513,50,2
JC_20260623_165748_134379,377.584,JC_20260623_165748_134379.png,0.08017,50,2
JC_20260623_165748_314372,377.696,JC_20260623_165748_314372.png,0.08532,50,2
JC_20260623_165748_618859,377.808,JC_20260623_165748_618859.png,0.08757,50,2
JC_20260623_165748_854850,377.92,JC_20260623_165748_854850.png,0.084,50,2
JC_20260623_165749_042167,378.032,JC_20260623_165749_042167.png,0.10327,50,2
JC_20260623_165749_208552,378.144,JC_20260623_165749_208552.png,0.11203,50,2
JC_20260623_165749_505008,378.256,JC_20260623_165749_505008.png,0.08377,50,2
JC_20260623_165749_815356,378.368,JC_20260623_165749_815356.png,0.10236,50,2
JC_20260623_165749_991207,378.48,JC_20260623_165749_991207.png,0.1245,50,2
JC_20260623_165750_184375,378.592,JC_20260623_165750_184375.png,0.11908,50,2
JC_20260623_165750_359984,378.704,JC_20260623_165750_359984.png,0.08818,45,2
JC_20260623_165750_536744,378.816,JC_20260623_165750_536744.png,0.09512,50,2
JC_20260623_165750_758436,378.928,JC_20260623_165750_758436.png,0.11541,50,2
JC_20260623_165751_097588,379.04,JC_20260623_165751_097588.png,0.12254,50,2
JC_20260623_165751_364178,379.152,JC_20260623_165751_364178.png,0.10579,50,2
JC_20260623_165751_614398,379.264,JC_20260623_165751_614398.png,0.08498,50,2
JC_20260623_165751_898784,379.376,JC_20260623_165751_898784.png,0.10409,50,2
JC_20260623_165752_177075,379.488,JC_20260623_165752_177075.png,0.11177,50,2
JC_20260623_165752_465463,379.6,JC_20260623_165752_465463.png,0.11427,50,2
JC_20260623_165752_738065,379.712,JC_20260623_165752_738065.png,0.07694,50,2
JC_20260623_165753_081008,379.824,JC_20260623_165753_081008.png,0.09443,50,2
JC_20260623_165753_424663,379.936,JC_20260623_165753_424663.png,0.11127,50,2
JC_20260623_165753_687454,380.048,JC_20260623_165753_687454.png,0.1226,50,2
JC_20260623_165753_972761,380.16,JC_20260623_165753_972761.png,0.10407,50,2
JC_20260623_165754_252770,380.272,JC_20260623_165754_252770.png,0.08254,50,2
JC_20260623_165754_534654,380.384,JC_20260623_165754_534654.png,0.10344,50,2
JC_20260623_165754_885294,380.496,JC_20260623_165754_885294.png,0.11989,50,2
JC_20260623_165755_203074,380.608,JC_20260623_165755_203074.png,0.11386,50,2
JC_20260623_165755_463170,380.72,JC_20260623_165755_463170.png,0.10568,50,2
JC_20260623_165755_763211,380.832,JC_20260623_165755_763211.png,0.11613,50,2
JC_20260623_165756_045423,380.944,JC_20260623_165756_045423.png,0.07667,50,2
JC_20260623_165756_319125,381.056,JC_20260623_165756_319125.png,0.08436,50,2
JC_20260623_165756_692353,381.168,JC_20260623_165756_692353.png,0.05288,50,2
JC_20260623_165757_197588,381.376,JC_20260623_165757_197588.png,0.01886,50,2
JC_20260623_165757_732859,381.584,JC_20260623_165757_732859.png,-0.00368,50,2
JC_20260623_165758_135860,381.792,JC_20260623_165758_135860.png,-0.0156,50,2
JC_20260623_165758_502091,382,JC_20260623_165758_502091.png,-0.01956,50,2
JC_20260623_165758_887344,382.208,JC_20260623_165758_887344.png,-0.0096,50,2
JC_20260623_165759_318067,382.416,JC_20260623_165759_318067.png,0,30,2
JC_20260623_165759_787196,382.624,JC_20260623_165759_787196.png,0,30,2
JC_20260623_165800_149447,382.832,JC_20260623_165800_149447.png,0,30,2
JC_20260623_165800_690149,383.04,JC_20260623_165800_690149.png,0,30,2
JC_20260623_165800_925153,383.152,JC_20260623_165800_925153.png,0.068,30,2
JC_20260623_165801_308413,383.36,JC_20260623_165801_308413.png,0.00822,30,2
JC_20260623_165801_815474,383.568,JC_20260623_165801_815474.png,-0.03883,30,3
JC_20260623_165802_254272,383.776,JC_20260623_165802_254272.png,-0.01121,30,2
JC_20260623_165802_555182,383.904,JC_20260623_165802_555182.png,0.07577,30,4
JC_20260623_165802_902307,384.112,JC_20260623_165802_902307.png,0.00916,30,2
JC_20260623_165803_240592,384.32,JC_20260623_165803_240592.png,0.00111,30,2
JC_20260623_165803_744055,384.528,JC_20260623_165803_744055.png,0.00013,30,2
JC_20260623_165804_156809,384.736,JC_20260623_165804_156809.png,0.00002,30,2
JC_20260623_165804_506645,384.944,JC_20260623_165804_506645.png,0,30,2
JC_20260623_165804_923031,385.152,JC_20260623_165804_923031.png,0,30,2
JC_20260623_165805_436859,385.36,JC_20260623_165805_436859.png,0,30,2
JC_20260623_165805_701700,385.52,JC_20260623_165805_701700.png,-0.08,30,3
JC_20260623_165805_880153,385.632,JC_20260623_165805_880153.png,-0.04437,30,2
JC_20260623_165806_181197,385.84,JC_20260623_165806_181197.png,-0.00536,30,2
JC_20260623_165806_486466,386.016,JC_20260623_165806_486466.png,0.07876,30,4
JC_20260623_165806_908038,386.224,JC_20260623_165806_908038.png,0.01422,30,2
JC_20260623_165807_483751,386.432,JC_20260623_165807_483751.png,0.00172,30,2
JC_20260623_165807_932786,386.64,JC_20260623_165807_932786.png,0.00021,30,2
JC_20260623_165808_343488,386.848,JC_20260623_165808_343488.png,0.00003,30,2
JC_20260623_165808_742462,387.056,JC_20260623_165808_742462.png,0,30,2
JC_20260623_165809_142389,387.264,JC_20260623_165809_142389.png,0,30,2
JC_20260623_165809_498772,387.44,JC_20260623_165809_498772.png,-0.04327,50,2
JC_20260623_165809_816941,387.648,JC_20260623_165809_816941.png,-0.01818,50,2
JC_20260623_165810_363285,387.856,JC_20260623_165810_363285.png,0.0038,50,2
JC_20260623_165810_861130,388.064,JC_20260623_165810_861130.png,0.01685,50,2
JC_20260623_165811_462405,388.272,JC_20260623_165811_462405.png,0.01322,50,2
JC_20260623_165812_020583,388.48,JC_20260623_165812_020583.png,0.01123,50,2
JC_20260623_165812_626113,388.688,JC_20260623_165812_626113.png,0.01656,50,2
JC_20260623_165813_215359,388.896,JC_20260623_165813_215359.png,0.01,50,2
JC_20260623_165813_788900,389.104,JC_20260623_165813_788900.png,0.00842,50,2
JC_20260623_165814_387439,389.312,JC_20260623_165814_387439.png,-0.00239,50,2
JC_20260623_165814_924514,389.52,JC_20260623_165814_924514.png,-0.01644,50,2
JC_20260623_165815_317020,389.728,JC_20260623_165815_317020.png,-0.01631,50,2
JC_20260623_165815_653859,389.936,JC_20260623_165815_653859.png,0.0146,50,2
JC_20260623_165816_006139,390.144,JC_20260623_165816_006139.png,0.00784,50,2
JC_20260623_165816_601410,390.352,JC_20260623_165816_601410.png,0.01391,50,2
JC_20260623_165817_060501,390.56,JC_20260623_165817_060501.png,0.00655,50,2
JC_20260623_165817_557757,390.768,JC_20260623_165817_557757.png,-0.01123,50,2
JC_20260623_165817_893336,390.976,JC_20260623_165817_893336.png,-0.01547,50,2
JC_20260623_165818_292189,391.184,JC_20260623_165818_292189.png,-0.00406,50,2
JC_20260623_165818_766427,391.392,JC_20260623_165818_766427.png,0.01687,50,2
JC_20260623_165819_307272,391.6,JC_20260623_165819_307272.png,0.00883,50,2
JC_20260623_165819_785611,391.808,JC_20260623_165819_785611.png,0.00816,50,2
JC_20260623_165820_205738,392.016,JC_20260623_165820_205738.png,-0.00499,50,2
JC_20260623_165820_766173,392.224,JC_20260623_165820_766173.png,-0.01627,50,2
JC_20260623_165821_093356,392.432,JC_20260623_165821_093356.png,-0.01225,50,2
JC_20260623_165821_397477,392.64,JC_20260623_165821_397477.png,-0.00533,50,2
JC_20260623_165821_866168,392.848,JC_20260623_165821_866168.png,0.01529,50,2
JC_20260623_165822_266588,393.04,JC_20260623_165822_266588.png,0.04936,50,2
JC_20260623_165822_466314,393.152,JC_20260623_165822_466314.png,0.05707,50,2
JC_20260623_165822_650232,393.264,JC_20260623_165822_650232.png,0.06743,50,2
JC_20260623_165822_874982,393.376,JC_20260623_165822_874982.png,0.09355,50,2
JC_20260623_165823_064832,393.488,JC_20260623_165823_064832.png,0.09807,50,2
JC_20260623_165823_288634,393.6,JC_20260623_165823_288634.png,0.08327,50,2
JC_20260623_165823_521762,393.712,JC_20260623_165823_521762.png,0.11295,50,2
JC_20260623_165823_835112,393.824,JC_20260623_165823_835112.png,0.12834,50,2
JC_20260623_165824_090490,393.936,JC_20260623_165824_090490.png,0.11566,50,2
JC_20260623_165824_281333,394.048,JC_20260623_165824_281333.png,0.09505,50,2
JC_20260623_165824_488227,394.16,JC_20260623_165824_488227.png,0.11532,50,2
JC_20260623_165824_703697,394.272,JC_20260623_165824_703697.png,0.12147,50,2
JC_20260623_165824_902164,394.384,JC_20260623_165824_902164.png,0.1175,50,2
JC_20260623_165825_120022,394.496,JC_20260623_165825_120022.png,0.07458,50,2
JC_20260623_165825_311642,394.608,JC_20260623_165825_311642.png,0.09556,50,2
JC_20260623_165825_617772,394.72,JC_20260623_165825_617772.png,0.1119,50,2
JC_20260623_165825_905181,394.832,JC_20260623_165825_905181.png,0.121,50,2
JC_20260623_165826_100912,394.944,JC_20260623_165826_100912.png,0.10338,50,2
JC_20260623_165826_286967,395.056,JC_20260623_165826_286967.png,0.0848,50,2
JC_20260623_165826_485863,395.168,JC_20260623_165826_485863.png,0.1015,50,2
JC_20260623_165826_733222,395.28,JC_20260623_165826_733222.png,0.11871,50,2
JC_20260623_165827_013971,395.392,JC_20260623_165827_013971.png,0.1144,50,2
JC_20260623_165827_294818,395.504,JC_20260623_165827_294818.png,0.07596,50,2
JC_20260623_165827_612925,395.616,JC_20260623_165827_612925.png,0.0929,50,2
JC_20260623_165827_893563,395.728,JC_20260623_165827_893563.png,0.11106,50,2
JC_20260623_165828_186022,395.84,JC_20260623_165828_186022.png,0.11166,50,2
JC_20260623_165828_463374,395.952,JC_20260623_165828_463374.png,0.08314,50,2
JC_20260623_165828_742082,396.064,JC_20260623_165828_742082.png,0.08733,50,2
JC_20260623_165829_024389,396.176,JC_20260623_165829_024389.png,0.10803,50,2
JC_20260623_165829_412587,396.288,JC_20260623_165829_412587.png,0.11347,50,2
JC_20260623_165829_781330,396.4,JC_20260623_165829_781330.png,0.10237,50,2
JC_20260623_165830_037205,396.512,JC_20260623_165830_037205.png,0.11811,50,2
JC_20260623_165830_245415,396.624,JC_20260623_165830_245415.png,0.09783,50,2
JC_20260623_165830_430434,396.736,JC_20260623_165830_430434.png,0.08126,50,2
JC_20260623_165830_614501,396.848,JC_20260623_165830_614501.png,0.09941,50,2
JC_20260623_165830_816924,396.96,JC_20260623_165830_816924.png,0.11713,50,2
JC_20260623_165831_044232,397.072,JC_20260623_165831_044232.png,0.12069,50,2
JC_20260623_165831_309393,397.184,JC_20260623_165831_309393.png,0.08992,45,2
JC_20260623_165831_604548,397.296,JC_20260623_165831_604548.png,0.09313,50,2
JC_20260623_165831_797569,397.408,JC_20260623_165831_797569.png,0.11123,50,2
JC_20260623_165831_991623,397.52,JC_20260623_165831_991623.png,0.11899,50,2
JC_20260623_165832_214186,397.632,JC_20260623_165832_214186.png,0.10179,50,2
JC_20260623_165832_438235,397.744,JC_20260623_165832_438235.png,0.08426,50,2
JC_20260623_165832_620281,397.856,JC_20260623_165832_620281.png,0.10769,50,2
JC_20260623_165832_884223,397.968,JC_20260623_165832_884223.png,0.1214,50,2
JC_20260623_165833_185151,398.08,JC_20260623_165833_185151.png,0.11548,50,2
JC_20260623_165833_504634,398.192,JC_20260623_165833_504634.png,0.07361,50,2
JC_20260623_165833_783191,398.304,JC_20260623_165833_783191.png,0.09666,50,2
JC_20260623_165833_995164,398.416,JC_20260623_165833_995164.png,0.10812,50,2
JC_20260623_165834_325128,398.528,JC_20260623_165834_325128.png,0.1192,50,2
JC_20260623_165834_607921,398.64,JC_20260623_165834_607921.png,0.08089,50,2
JC_20260623_165834_790563,398.752,JC_20260623_165834_790563.png,0.08421,50,2
JC_20260623_165834_966955,398.864,JC_20260623_165834_966955.png,0.10259,50,2
